127.412521,648.960632,2231.921875
128.963028,496.730713,2203.902100
119.358597,316.866791,2204.862793
15.931429,502.885529,2226.209229
-16.833433,249.433212,2288.179688
-151.822800,4.842178,2190.424316
241.994629,490.575897,2181.594971
272.569275,250.535019,2236.342773
335.954956,27.483978,2149.719238
20.076307,141.886017,2223.521729
15.636416,-116.515839,2218.625977
22.754387,-440.099060,2324.594727
199.432037,132.119720,2188.125244
200.478378,-131.352295,2197.327148
192.108398,-443.371155,2304.533203
127.398376,648.806091,2231.334717
128.751511,495.668549,2203.585938
119.503418,316.285583,2204.850830
15.532651,501.660858,2225.608643
-25.097782,241.888336,2284.125732
-161.013336,1.999084,2190.136719
241.970383,489.676239,2181.563232
273.919495,251.458435,2237.083008
330.635925,28.021500,2156.277344
20.016155,141.678680,2223.668457
15.493643,-115.185699,2217.541748
22.943649,-439.431976,2323.034912
200.494492,132.126556,2188.562988
200.653229,-131.675385,2197.033203
191.866135,-442.406982,2304.100098
127.056343,648.851440,2231.593750
128.299652,495.024902,2204.248535
119.581589,316.176605,2205.436035
15.656887,500.661316,2226.175293
-22.935059,244.799164,2285.088379
-161.291245,2.855972,2181.440186
240.942429,489.388489,2182.321777
274.339478,251.811234,2238.174561
332.137115,32.565384,2156.645508
20.243931,141.862732,2224.263428
15.327726,-115.347137,2218.787842
23.183506,-439.484192,2324.081299
201.483109,132.793884,2188.983643
201.251541,-131.693542,2196.071045
192.051697,-440.607544,2304.205322
126.592453,648.174194,2232.506104
127.925598,493.933655,2203.411621
119.650139,315.730011,2205.415283
15.671500,499.390381,2225.100586
-22.412067,246.575684,2285.018555
-161.088730,4.652206,2175.530518
240.179688,488.476929,2181.722656
274.970245,252.057556,2238.395264
338.713776,44.210648,2160.090332
20.854126,141.926636,2224.908691
15.108544,-113.661026,2218.255371
23.555553,-437.433228,2323.206055
201.895233,133.126099,2189.929199
201.598862,-130.590607,2195.516113
192.456650,-438.772827,2302.716797
126.889015,647.351135,2232.859619
128.012360,493.079041,2202.432129
120.032356,315.178284,2205.086182
15.843475,498.432526,2224.015625
-22.816498,245.991547,2284.329834
-154.372879,7.104202,2174.790771
240.181244,487.725555,2180.848633
275.687500,252.718231,2238.379639
323.982574,56.993515,2164.053711
21.217705,141.612793,2225.218506
14.743336,-114.121902,2219.035889
23.702919,-437.647888,2324.116211
202.886993,132.942261,2190.261963
201.062363,-128.677612,2194.732910
192.219635,-436.152771,2300.508057
127.262169,646.656616,2232.740723
127.724594,493.076721,2202.267578
120.061729,315.360535,2204.697021
15.731888,498.192017,2223.213379
-23.336739,245.386047,2283.620117
-155.086304,4.686249,2177.082275
239.717316,487.961426,2181.321777
276.087524,253.874405,2238.038086
332.083954,53.635590,2167.125000
21.534157,141.794632,2224.120850
14.197546,-114.234177,2219.013916
23.359367,-438.088135,2324.288086
203.263565,133.494095,2190.132080
200.492264,-127.114792,2193.989990
192.221573,-435.591553,2299.841064
126.897057,645.805725,2232.563721
126.881409,492.387604,2202.164795
119.515663,315.060242,2204.457031
15.114161,497.296295,2222.755371
-25.634481,243.850464,2283.194092
-151.019318,4.449722,2175.557373
238.648666,487.478912,2181.574219
276.306091,260.245789,2238.467041
324.567352,56.669647,2168.934570
21.154165,141.729309,2223.513184
13.845592,-114.289948,2218.633057
23.494808,-438.939972,2323.606201
203.145660,133.736450,2189.985352
200.582901,-126.998230,2193.940186
192.296143,-435.632935,2299.009766
126.914612,645.356262,2231.585938
126.367531,489.780396,2200.875488
119.340347,313.600922,2204.107422
14.719402,494.607605,2221.261475
-28.037495,241.197479,2281.368896
-145.456909,4.132843,2182.548096
238.015671,484.953186,2180.489502
275.794617,261.377228,2240.664795
305.111206,35.400787,2155.260254
21.121822,141.364212,2223.989990
